step,layer,m,n,q,n_sv,n_outliers,lambda_plus,sigma2_hat
12500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.715225219726559e-10,8.572472466362843e-11
13000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.937026977539063e-10,7.707807752821181e-11
13500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.831359863281252e-10,7.59039984809028e-11
14000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.773208618164059e-10,8.636898464626732e-11
14500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.924819946289063e-10,7.694244384765626e-11
15000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.107543945312501e-10,7.897271050347223e-11
15500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.055114746093744e-10,8.950127495659716e-11
16000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.954406738281245e-10,8.838229709201384e-11
16500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.728408813476558e-10,9.698232014973954e-11
17000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.044815063476558e-10,8.938683403862841e-11
17500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.028671264648437e-09,1.1429680718315965e-10
18000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.59603881835937e-10,9.551154242621523e-11
18500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.696151733398432e-10,8.551279703776036e-11
19000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.013916015624996e-10,8.904351128472217e-11
19500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.872436523437494e-10,1.096937391493055e-10
20000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,9.283828735351556e-10,1.0315365261501729e-10
20500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.895874023437495e-10,9.884304470486105e-11
21000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.333587646484371e-10,9.259541829427078e-11
21500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.778762817382807e-10,9.754180908203119e-11
22000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.773208618164059e-10,8.636898464626732e-11
22500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.773422241210932e-10,9.748246934678814e-11
23000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.769226074218745e-10,9.743584526909717e-11
23500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.88290405273437e-10,9.869893391927079e-11
24000,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.639526367187494e-10,9.599473741319438e-11
24500,13.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.108093261718749e-09,1.2312147352430546e-10
500,13.mlp.c_proj.weight,1536,6144,0.25,1536,40,2.084732055664063e-11,9.26547580295139e-12
1000,13.mlp.c_proj.weight,1536,6144,0.25,1536,41,1.2309551239013675e-11,5.470911661783855e-12
1500,13.mlp.c_proj.weight,1536,6144,0.25,1536,26,7.584095001220702e-12,3.3707088894314228e-12
2000,13.mlp.c_proj.weight,1536,6144,0.25,1536,21,7.219314575195311e-12,3.2085842556423606e-12
2500,13.mlp.c_proj.weight,1536,6144,0.25,1536,17,6.5684318542480466e-12,2.919303046332465e-12
3000,13.mlp.c_proj.weight,1536,6144,0.25,1536,67,4.384517669677736e-12,1.9486745198567713e-12
3500,13.mlp.c_proj.weight,1536,6144,0.25,1536,59,4.7278404235839856e-12,2.1012624104817714e-12
4000,13.mlp.c_proj.weight,1536,6144,0.25,1536,48,4.26769256591797e-12,1.896752251519098e-12
4500,13.mlp.c_proj.weight,1536,6144,0.25,1536,41,4.53472137451172e-12,2.015431722005209e-12
5000,13.mlp.c_proj.weight,1536,6144,0.25,1536,35,4.341602325439455e-12,1.9296010335286465e-12
5500,13.mlp.c_proj.weight,1536,6144,0.25,1536,29,3.638267517089845e-12,1.6170077853732647e-12
6000,13.mlp.c_proj.weight,1536,6144,0.25,1536,32,3.700256347656251e-12,1.6445583767361116e-12
6500,13.mlp.c_proj.weight,1536,6144,0.25,1536,20,3.349781036376954e-12,1.4887915717230907e-12
7000,13.mlp.c_proj.weight,1536,6144,0.25,1536,21,3.3330917358398446e-12,1.4813741048177086e-12
7500,13.mlp.c_proj.weight,1536,6144,0.25,1536,15,2.682209014892578e-12,1.1920928955078124e-12
8000,13.mlp.c_proj.weight,1536,6144,0.25,1536,32,1.731395721435547e-11,7.695092095269098e-12
8500,13.mlp.c_proj.weight,1536,6144,0.25,1536,11,2.760887145996094e-12,1.2270609537760417e-12
9000,13.mlp.c_proj.weight,1536,6144,0.25,1536,15,2.985000610351564e-12,1.3266669379340284e-12
9500,13.mlp.c_proj.weight,1536,6144,0.25,1536,10,2.551078796386719e-12,1.1338127983940973e-12
10000,13.mlp.c_proj.weight,1536,6144,0.25,1536,10,2.7394294738769544e-12,1.2175242106119797e-12
10500,13.mlp.c_proj.weight,1536,6144,0.25,1536,8,2.458095550537109e-12,1.0924869113498261e-12
11000,13.mlp.c_proj.weight,1536,6144,0.25,1536,12,2.388954162597656e-12,1.0617574055989582e-12
11500,13.mlp.c_proj.weight,1536,6144,0.25,1536,9,2.9754638671875014e-12,1.3224283854166672e-12
12000,13.mlp.c_proj.weight,1536,6144,0.25,1536,9,2.2125244140625e-12,9.833441840277776e-13
12500,13.mlp.c_proj.weight,1536,6144,0.25,1536,10,3.2472610473632825e-12,1.4432271321614588e-12
13000,13.mlp.c_proj.weight,1536,6144,0.25,1536,6,2.617835998535157e-12,1.1634826660156254e-12
13500,13.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.2578239440917967e-12,1.0034773084852429e-12
14000,13.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.505779266357423e-12,1.1136796739366324e-12
14500,13.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.346038818359376e-12,1.0426839192708338e-12
15000,13.mlp.c_proj.weight,1536,6144,0.25,1536,5,2.501010894775391e-12,1.1115603976779515e-12
15500,13.mlp.c_proj.weight,1536,6144,0.25,1536,5,2.5844573974609386e-12,1.1486477322048615e-12
16000,13.mlp.c_proj.weight,1536,6144,0.25,1536,6,2.501010894775391e-12,1.1115603976779515e-12
16500,13.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.6249885559082046e-12,1.1666615804036465e-12
17000,13.mlp.c_proj.weight,1536,6144,0.25,1536,5,2.2339820861816415e-12,9.928809271918406e-13
17500,13.mlp.c_proj.weight,1536,6144,0.25,1536,9,2.334117889404298e-12,1.0373857286241324e-12
18000,13.mlp.c_proj.weight,1536,6144,0.25,1536,5,1.993179321289062e-12,8.85857476128472e-13
18500,13.mlp.c_proj.weight,1536,6144,0.25,1536,4,1.990795135498046e-12,8.847978379991316e-13
19000,13.mlp.c_proj.weight,1536,6144,0.25,1536,3,1.9693374633789056e-12,8.752610948350691e-13
19500,13.mlp.c_proj.weight,1536,6144,0.25,1536,6,2.3722648620605476e-12,1.0543399386935767e-12
20000,13.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.0837783813476557e-12,9.261237250434026e-13
20500,13.mlp.c_proj.weight,1536,6144,0.25,1536,4,2.22921371459961e-12,9.9076165093316e-13
21000,13.mlp.c_proj.weight,1536,6144,0.25,1536,3,2.021789550781251e-12,8.985731336805559e-13
21500,13.mlp.c_proj.weight,1536,6144,0.25,1536,4,1.878738403320312e-12,8.349948459201386e-13
22000,13.mlp.c_proj.weight,1536,6144,0.25,1536,244,1.4543533325195305e-12,6.463792588975691e-13
22500,13.mlp.c_proj.weight,1536,6144,0.25,1536,4,1.8596649169921867e-12,8.265177408854163e-13
23000,13.mlp.c_proj.weight,1536,6144,0.25,1536,4,1.9693374633789068e-12,8.752610948350697e-13
23500,13.mlp.c_proj.weight,1536,6144,0.25,1536,243,1.5449523925781241e-12,6.866455078124996e-13
24000,13.mlp.c_proj.weight,1536,6144,0.25,1536,227,1.513957977294921e-12,6.72870212131076e-13
24500,13.mlp.c_proj.weight,1536,6144,0.25,1536,5,2.0670890808105477e-12,9.187062581380213e-13
500,14.attn.c_attn.weight,4608,1536,3.0,1536,9,1.3445719343539543e-10,1.801384819878473e-11
1000,14.attn.c_attn.weight,4608,1536,3.0,1536,5,1.6539816641888174e-10,2.21591525607639e-11
1500,14.attn.c_attn.weight,4608,1536,3.0,1536,5,1.5125643336814715e-10,2.0264519585503477e-11
2000,14.attn.c_attn.weight,4608,1536,3.0,1536,4,3.0713186679313353e-10,4.1147867838541645e-11
2500,14.attn.c_attn.weight,4608,1536,3.0,1536,2,3.198815724294783e-10,4.28560045030382e-11
3000,14.attn.c_attn.weight,4608,1536,3.0,1536,3,1.6770766644730137e-10,2.2468566894531248e-11
3500,14.attn.c_attn.weight,4608,1536,3.0,1536,2,2.9045917480714464e-10,3.891415066189236e-11
4000,14.attn.c_attn.weight,4608,1536,3.0,1536,2,3.196601135226435e-10,4.282633463541667e-11
4500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.677799702791698e-10,4.9273173014322934e-11
5000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,4.3731806702528706e-10,5.858951144748263e-11
5500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.258293259273264e-10,4.365285237630209e-11
6000,14.attn.c_attn.weight,4608,1536,3.0,1536,2,4.072312926824493e-10,5.455864800347223e-11
6500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,4.0457378580043216e-10,5.420260959201391e-11
7000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.419958261262646e-10,4.5818752712673626e-11
7500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.3452949726726376e-10,4.48184543185764e-11
8000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,2.0826944708342388e-09,2.7902815077039936e-10
8500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.944183130727233e-10,5.284203423394097e-11
9000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,4.233345189080061e-10,5.671607123480904e-11
9500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.9967005286337646e-10,5.3545633951822925e-11
10000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,4.508903343155894e-10,6.040785047743056e-11
10500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.782518128737854e-10,5.067613389756947e-11
11000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.784099978072387e-10,5.069732666015626e-11
11500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.777230139585307e-10,7.740020751953128e-11
12000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,3.914127993371087e-10,5.243937174479168e-11
12500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.312573103684062e-10,9.796990288628465e-11
13000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.104718101126286e-10,9.51851738823784e-11
13500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.26186362639411e-10,7.049560546875002e-11
14000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.507366643113796e-10,7.378472222222224e-11
14500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.251739790653091e-10,7.035997178819446e-11
15000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.007547402693459e-10,8.048587375217005e-11
15500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.584967559090828e-10,1.0161929660373257e-10
16000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.195832622795449e-10,9.640587700737841e-11
16500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.775422218968728e-10,1.0417090521918395e-10
17000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.17901987055695e-10,8.278316921657977e-11
17500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.280258227967133e-10,8.413950602213536e-11
18000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.181867199359112e-10,8.282131618923601e-11
18500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.257163227682936e-10,8.3830091688368e-11
19000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.486486231897947e-10,7.350497775607641e-11
19500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,8.369881198886626e-10,1.1213514539930544e-10
20000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.576968013833295e-10,7.471720377604168e-11
20500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,9.097215522905391e-10,1.2187957763671866e-10
21000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.432748503816217e-10,8.618248833550342e-11
21500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,6.437177681952911e-10,8.624182807074644e-11
22000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,4.840458963674235e-10,6.484985351562501e-11
22500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.172104882777436e-10,9.60879855685763e-11
23000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,7.55301420253324e-10,1.0119120279947911e-10
23500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.559251301286512e-10,7.447984483506945e-11
24000,14.attn.c_attn.weight,4608,1536,3.0,1536,1,5.148286844174563e-10,6.897396511501737e-11
24500,14.attn.c_attn.weight,4608,1536,3.0,1536,1,8.667901613512848e-10,1.1612786187065966e-10
500,14.attn.c_proj.weight,1536,1536,1.0,1536,6,2.6228162977430544e-11,6.557040744357636e-12
1000,14.attn.c_proj.weight,1536,1536,1.0,1536,8,5.2524142795138915e-11,1.3131035698784729e-11
1500,14.attn.c_proj.weight,1536,1536,1.0,1536,6,3.597683376736109e-11,8.994208441840273e-12
2000,14.attn.c_proj.weight,1536,1536,1.0,1536,7,4.7556559244791694e-11,1.1889139811197923e-11
2500,14.attn.c_proj.weight,1536,1536,1.0,1536,7,5.050659179687503e-11,1.2626647949218757e-11
3000,14.attn.c_proj.weight,1536,1536,1.0,1536,5,2.8093126085069424e-11,7.023281521267356e-12
3500,14.attn.c_proj.weight,1536,1536,1.0,1536,6,4.136827256944443e-11,1.0342068142361108e-11
4000,14.attn.c_proj.weight,1536,1536,1.0,1536,4,3.6163330078124983e-11,9.040832519531246e-12
4500,14.attn.c_proj.weight,1536,1536,1.0,1536,5,5.0913492838541713e-11,1.2728373209635428e-11
5000,14.attn.c_proj.weight,1536,1536,1.0,1536,3,4.8828125000000024e-11,1.2207031250000006e-11
5500,14.attn.c_proj.weight,1536,1536,1.0,1536,3,4.175821940104169e-11,1.0439554850260423e-11
6000,14.attn.c_proj.weight,1536,1536,1.0,1536,4,4.175821940104169e-11,1.0439554850260423e-11
6500,14.attn.c_proj.weight,1536,1536,1.0,1536,3,4.1453043619791694e-11,1.0363260904947924e-11
7000,14.attn.c_proj.weight,1536,1536,1.0,1536,3,4.4742160373263925e-11,1.1185540093315981e-11
7500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,3.189086914062497e-11,7.972717285156243e-12
8000,14.attn.c_proj.weight,1536,1536,1.0,1536,3,2.7706570095486114e-10,6.926642523871529e-11
8500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,3.9486355251736096e-11,9.871588812934024e-12
9000,14.attn.c_proj.weight,1536,1536,1.0,1536,4,4.820081922743058e-11,1.2050204806857646e-11
9500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,3.9215087890624986e-11,9.803771972656247e-12
10000,14.attn.c_proj.weight,1536,1536,1.0,1536,2,4.5844184027777816e-11,1.1461046006944454e-11
10500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,4.4114854600694484e-11,1.1028713650173621e-11
11000,14.attn.c_proj.weight,1536,1536,1.0,1536,3,3.7757025824652764e-11,9.439256456163191e-12
11500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.086561414930558e-11,1.5216403537326394e-11
12000,14.attn.c_proj.weight,1536,1536,1.0,1536,2,3.914727105034722e-11,9.786817762586804e-12
12500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,7.795545789930557e-11,1.9488864474826392e-11
13000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.054348415798613e-11,1.5135871039496533e-11
13500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,4.911634657118058e-11,1.2279086642795145e-11
14000,14.attn.c_proj.weight,1536,1536,1.0,1536,2,5.6610107421875027e-11,1.4152526855468757e-11
14500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.2608913845486125e-11,1.3152228461371531e-11
15000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.245930989583335e-11,1.5614827473958338e-11
15500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.43751356336806e-11,1.609378390842015e-11
16000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.24762641059028e-11,1.56190660264757e-11
16500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,7.095336914062502e-11,1.7738342285156255e-11
17000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.83224826388889e-11,1.4580620659722226e-11
17500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.050957573784724e-11,1.512739393446181e-11
18000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.2558051215277797e-11,1.3139512803819449e-11
18500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.430433485243057e-11,1.3576083713107642e-11
19000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.618625217013892e-11,1.404656304253473e-11
19500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,7.286919487847224e-11,1.821729871961806e-11
20000,14.attn.c_proj.weight,1536,1536,1.0,1536,2,5.457560221354168e-11,1.364390055338542e-11
20500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.622314453125003e-11,1.6555786132812506e-11
21000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.210327148437503e-11,1.5525817871093756e-11
21500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.806816948784723e-11,1.4517042371961807e-11
22000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,4.0062798394097234e-11,1.0015699598524309e-11
22500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,5.8102077907986124e-11,1.4525519476996531e-11
23000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,6.205240885416668e-11,1.551310221354167e-11
23500,14.attn.c_proj.weight,1536,1536,1.0,1536,1,4.8624674479166684e-11,1.2156168619791671e-11
24000,14.attn.c_proj.weight,1536,1536,1.0,1536,1,4.85568576388889e-11,1.2139214409722225e-11
24500,14.attn.c_proj.weight,1536,1536,1.0,1536,2,7.06821017795139e-11,1.7670525444878476e-11
500,14.mlp.c_fc.weight,6144,1536,4.0,1536,8,3.9066314697265626e-10,4.340701633029514e-11
1000,14.mlp.c_fc.weight,6144,1536,4.0,1536,7,2.7515411376953126e-10,3.0572679307725695e-11
1500,14.mlp.c_fc.weight,6144,1536,4.0,1536,6,2.8816223144531265e-10,3.201802571614585e-11
2000,14.mlp.c_fc.weight,6144,1536,4.0,1536,4,3.769302368164063e-10,4.1881137424045144e-11
2500,14.mlp.c_fc.weight,6144,1536,4.0,1536,3,3.663635253906251e-10,4.070705837673612e-11
3000,14.mlp.c_fc.weight,6144,1536,4.0,1536,3,3.108596801757813e-10,3.4539964463975696e-11
3500,14.mlp.c_fc.weight,6144,1536,4.0,1536,3,3.828048706054687e-10,4.2533874511718743e-11
4000,14.mlp.c_fc.weight,6144,1536,4.0,1536,2,4.042816162109374e-10,4.492017957899304e-11
4500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.278945922851563e-10,4.754384358723959e-11
5000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.2293548583984386e-10,4.6992831759982654e-11
5500,14.mlp.c_fc.weight,6144,1536,4.0,1536,2,4.0920257568359394e-10,4.546695285373266e-11
6000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.805374145507815e-10,5.3393046061197946e-11
6500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.399108886718753e-10,4.8878987630208365e-11
7000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.700469970703128e-10,5.222744411892364e-11
7500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.4795989990234393e-10,4.977332221137155e-11
8000,14.mlp.c_fc.weight,6144,1536,4.0,1536,2,4.158706665039063e-09,4.620785183376736e-10
8500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.957199096679689e-10,5.5079989963107654e-11
9000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,5.919647216796876e-10,6.577385796440973e-11
9500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,4.994201660156252e-10,5.549112955729169e-11
10000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,5.06401062011719e-10,5.6266784667968774e-11
10500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,5.316162109375002e-10,5.906846788194446e-11
11000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,5.577850341796877e-10,6.197611490885419e-11
11500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.397628784179689e-10,7.108476426866321e-11
12000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,5.816268920898439e-10,6.462521023220488e-11
12500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.781768798828126e-10,7.535298665364584e-11
13000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.058120727539064e-10,6.731245252821182e-11
13500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.137084960937501e-10,6.818983289930556e-11
14000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.308029174804684e-10,9.23114352756076e-11
14500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.615066528320314e-10,7.350073920355904e-11
15000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,6.500625610351563e-10,7.22291734483507e-11
15500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.298660278320307e-10,8.109622531467009e-11
16000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.100296020507813e-10,7.889217800564237e-11
16500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.385086059570307e-10,9.316762288411452e-11
17000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.822799682617183e-10,8.691999647352425e-11
17500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.841323852539056e-10,9.823693169487839e-11
18000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.819366455078119e-10,8.688184950086798e-11
18500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.270431518554682e-10,8.078257242838536e-11
19000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.059097290039063e-10,7.843441433376737e-11
19500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.022689819335932e-10,8.914099799262147e-11
20000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.026885986328119e-10,8.918762207031243e-11
20500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.666397094726558e-10,8.51821899414062e-11
21000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.56607055664062e-10,8.406745062934022e-11
21500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.452011108398431e-10,8.280012342664924e-11
22000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.028961181640627e-10,7.809956868489586e-11
22500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,8.201599121093746e-10,9.112887912326384e-11
23000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.652282714843746e-10,8.502536349826384e-11
23500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.863998413085932e-10,8.737776014539925e-11
24000,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,7.324600219726557e-10,8.138444688585064e-11
24500,14.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.0066223144531245e-09,1.1184692382812495e-10
500,14.mlp.c_proj.weight,1536,6144,0.25,1536,35,1.857519149780274e-11,8.255640665690105e-12
1000,14.mlp.c_proj.weight,1536,6144,0.25,1536,35,1.068353652954102e-11,4.748238457573787e-12
1500,14.mlp.c_proj.weight,1536,6144,0.25,1536,23,6.716251373291016e-12,2.985000610351563e-12
2000,14.mlp.c_proj.weight,1536,6144,0.25,1536,113,6.3085556030273455e-12,2.8038024902343756e-12
2500,14.mlp.c_proj.weight,1536,6144,0.25,1536,91,5.60283660888672e-12,2.4901496039496533e-12
3000,14.mlp.c_proj.weight,1536,6144,0.25,1536,64,3.8552284240722655e-12,1.7134348551432292e-12
3500,14.mlp.c_proj.weight,1536,6144,0.25,1536,56,4.15325164794922e-12,1.8458896213107645e-12
4000,14.mlp.c_proj.weight,1536,6144,0.25,1536,44,3.721714019775391e-12,1.6540951199001736e-12
4500,14.mlp.c_proj.weight,1536,6144,0.25,1536,40,3.924369812011721e-12,1.7441643608940981e-12
5000,14.mlp.c_proj.weight,1536,6144,0.25,1536,34,3.638267517089845e-12,1.6170077853732647e-12
5500,14.mlp.c_proj.weight,1536,6144,0.25,1536,28,3.1328201293945307e-12,1.3923645019531248e-12
6000,14.mlp.c_proj.weight,1536,6144,0.25,1536,32,3.1614303588867188e-12,1.4050801595052083e-12
6500,14.mlp.c_proj.weight,1536,6144,0.25,1536,20,2.8610229492187493e-12,1.271565755208333e-12
7000,14.mlp.c_proj.weight,1536,6144,0.25,1536,19,2.8276443481445312e-12,1.2567308213975694e-12
7500,14.mlp.c_proj.weight,1536,6144,0.25,1536,15,2.3341178894042967e-12,1.037385728624132e-12
8000,14.mlp.c_proj.weight,1536,6144,0.25,1536,30,1.5885829925537114e-11,7.0603688557942724e-12
8500,14.mlp.c_proj.weight,1536,6144,0.25,1536,12,2.4247169494628904e-12,1.0776519775390625e-12
9000,14.mlp.c_proj.weight,1536,6144,0.25,1536,16,2.5177001953124997e-12,1.1189778645833333e-12
9500,14.mlp.c_proj.weight,1536,6144,0.25,1536,10,2.2125244140625e-12,9.833441840277776e-13
10000,14.mlp.c_proj.weight,1536,6144,0.25,1536,9,2.241134643554687e-12,9.96059841579861e-13
10500,14.mlp.c_proj.weight,1536,6144,0.25,1536,8,2.2196769714355466e-12,9.865230984157986e-13
11000,14.mlp.c_proj.weight,1536,6144,0.25,1536,12,2.0575523376464845e-12,9.144677056206597e-13
11500,14.mlp.c_proj.weight,1536,6144,0.25,1536,9,2.4580955505371093e-12,1.0924869113498263e-12
12000,14.mlp.c_proj.weight,1536,6144,0.25,1536,10,1.885890960693359e-12,8.381737603081596e-13
12500,14.mlp.c_proj.weight,1536,6144,0.25,1536,10,2.6750564575195323e-12,1.188913981119792e-12
13000,14.mlp.c_proj.weight,1536,6144,0.25,1536,6,2.219676971435546e-12,9.865230984157982e-13
13500,14.mlp.c_proj.weight,1536,6144,0.25,1536,6,1.809597015380859e-12,8.042653401692706e-13
14000,14.mlp.c_proj.weight,1536,6144,0.25,1536,8,1.933574676513671e-12,8.59366522894965e-13
14500,14.mlp.c_proj.weight,1536,6144,0.25,1536,6,1.873970031738281e-12,8.328755696614582e-13
15000,14.mlp.c_proj.weight,1536,6144,0.25,1536,5,2.0074844360351556e-12,8.922153049045136e-13
15500,14.mlp.c_proj.weight,1536,6144,0.25,1536,5,1.959800720214843e-12,8.710225423177081e-13
16000,14.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.024173736572265e-12,8.996327718098955e-13
16500,14.mlp.c_proj.weight,1536,6144,0.25,1536,7,2.1338462829589837e-12,9.483761257595483e-13
17000,14.mlp.c_proj.weight,1536,6144,0.25,1536,5,1.8620491027832023e-12,8.275773790147566e-13
17500,14.mlp.c_proj.weight,1536,6144,0.25,1536,8,1.9621849060058588e-12,8.720821804470484e-13
18000,14.mlp.c_proj.weight,1536,6144,0.25,1536,5,1.749992370605468e-12,7.777743869357635e-13
