step,layer,m,n,q,n_sv,n_outliers,lambda_plus,sigma2_hat
21500,26.mlp.c_proj.weight,1536,6144,0.25,1536,58,1.7404556274414065e-13,7.735358344184028e-14
22000,26.mlp.c_proj.weight,1536,6144,0.25,1536,61,1.8119812011718753e-13,8.053249782986112e-14
22500,26.mlp.c_proj.weight,1536,6144,0.25,1536,62,1.8358230590820316e-13,8.15921359592014e-14
23000,26.mlp.c_proj.weight,1536,6144,0.25,1536,62,1.8358230590820316e-13,8.15921359592014e-14
23500,26.mlp.c_proj.weight,1536,6144,0.25,1536,59,1.7642974853515628e-13,7.841322157118057e-14
24000,26.mlp.c_proj.weight,1536,6144,0.25,1536,55,1.6689300537109377e-13,7.417466905381945e-14
24500,26.mlp.c_proj.weight,1536,6144,0.25,1536,60,1.8596649169921879e-13,8.265177408854169e-14
500,27.attn.c_attn.weight,4608,1536,3.0,1536,10,5.080900062523411e-11,6.807115342881944e-12
1000,27.attn.c_attn.weight,4608,1536,3.0,1536,9,4.4956158087458095e-11,6.022983127170141e-12
1500,27.attn.c_attn.weight,4608,1536,3.0,1536,10,5.28654047601284e-11,7.082621256510418e-12
2000,27.attn.c_attn.weight,4608,1536,3.0,1536,9,5.371960340077676e-11,7.1970621744791635e-12
2500,27.attn.c_attn.weight,4608,1536,3.0,1536,10,5.7547678790349195e-11,7.709927029079857e-12
3000,27.attn.c_attn.weight,4608,1536,3.0,1536,7,4.4639788220551284e-11,5.9805976019965305e-12
3500,27.attn.c_attn.weight,4608,1536,3.0,1536,7,5.3086863666963133e-11,7.112291124131941e-12
4000,27.attn.c_attn.weight,4608,1536,3.0,1536,6,5.463707601480651e-11,7.319980197482634e-12
4500,27.attn.c_attn.weight,4608,1536,3.0,1536,4,7.27334324018762e-11,9.74443223741319e-12
5000,27.attn.c_attn.weight,4608,1536,3.0,1536,6,5.713639796337034e-11,7.654825846354164e-12
5500,27.attn.c_attn.weight,4608,1536,3.0,1536,5,5.134682939897567e-11,6.87917073567708e-12
6000,27.attn.c_attn.weight,4608,1536,3.0,1536,3,6.434963092884568e-11,8.621215820312498e-12
6500,27.attn.c_attn.weight,4608,1536,3.0,1536,3,6.311578844790911e-11,8.455912272135414e-12
7000,27.attn.c_attn.weight,4608,1536,3.0,1536,4,7.722588451195293e-11,1.0346306694878467e-11
7500,27.attn.c_attn.weight,4608,1536,3.0,1536,3,4.906896635724662e-11,6.57399495442708e-12
8000,27.attn.c_attn.weight,4608,1536,3.0,1536,3,3.9524087472668106e-10,5.2952236599392365e-11
8500,27.attn.c_attn.weight,4608,1536,3.0,1536,3,8.14652407285043e-11,1.0914272732204866e-11
9000,27.attn.c_attn.weight,4608,1536,3.0,1536,3,1.194612617440125e-10,1.600477430555556e-11
9500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,5.98888158054596e-11,8.02357991536458e-12
10000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,6.536201450294746e-11,8.756849500868051e-12
10500,27.attn.c_attn.weight,4608,1536,3.0,1536,3,7.403054885619412e-11,9.918212890624996e-12
11000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,6.472927476913383e-11,8.672078450520828e-12
11500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.497694625116995e-11,1.1384752061631955e-11
12000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.212961744900861e-11,1.1003282335069452e-11
12500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.48820352910979e-11,1.137203640407987e-11
13000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.2474463852135628e-10,1.671261257595487e-11
13500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,9.063996686880188e-11,1.214345296223959e-11
14000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.719153531951764e-11,1.1681450737847233e-11
14500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,7.453674064324502e-11,9.986029730902773e-12
15000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.678025449253878e-11,1.1626349555121538e-11
15500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.016812427418639e-11,1.0740492078993065e-11
16000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.8033082413688327e-10,2.415974934895834e-11
16500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.309454879127298e-10,1.7543368869357648e-11
17000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.3515320714259042e-10,1.8107096354166675e-11
17500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,9.351893265765387e-11,1.2529161241319452e-11
18000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,8.007321331411434e-11,1.072777642144098e-11
18500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,9.24432751101707e-11,1.2385050455729174e-11
19000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,9.956159711557397e-11,1.3338724772135421e-11
19500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.1072945341738447e-10,1.4834933810763895e-11
20000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.0003615191593419e-10,1.3402303059895838e-11
20500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,7.90924667267032e-11,1.0596381293402783e-11
21000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.339826386350352e-10,1.7950269911024312e-11
21500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.0304166565154889e-10,1.3804965549045142e-11
22000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,7.592876805763507e-11,1.017252604166667e-11
22500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.180692343296225e-10,1.581827799479167e-11
23000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.0987525477673606e-10,1.4720492892795143e-11
23500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.0221910399759118e-10,1.3694763183593753e-11
24000,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.0968543285659193e-10,1.4695061577690972e-11
24500,27.attn.c_attn.weight,4608,1536,3.0,1536,2,1.0993852875011743e-10,1.4728969997829866e-11
500,27.attn.c_proj.weight,1536,1536,1.0,1536,5,9.053548177083331e-12,2.263387044270833e-12
1000,27.attn.c_proj.weight,1536,1536,1.0,1536,5,1.1834038628472227e-11,2.9585096571180567e-12
1500,27.attn.c_proj.weight,1536,1536,1.0,1536,6,7.52766927083333e-12,1.8819173177083324e-12
2000,27.attn.c_proj.weight,1536,1536,1.0,1536,64,6.1204698350694404e-12,1.5301174587673601e-12
2500,27.attn.c_proj.weight,1536,1536,1.0,1536,61,6.1204698350694404e-12,1.5301174587673601e-12
3000,27.attn.c_proj.weight,1536,1536,1.0,1536,53,4.306369357638889e-12,1.0765923394097222e-12
3500,27.attn.c_proj.weight,1536,1536,1.0,1536,51,4.221598307291667e-12,1.0553995768229167e-12
4000,27.attn.c_proj.weight,1536,1536,1.0,1536,47,3.696017795138889e-12,9.240044487847223e-13
4500,27.attn.c_proj.weight,1536,1536,1.0,1536,42,4.5098198784722225e-12,1.1274549696180556e-12
5000,27.attn.c_proj.weight,1536,1536,1.0,1536,37,3.984239366319445e-12,9.960598415798612e-13
5500,27.attn.c_proj.weight,1536,1536,1.0,1536,34,3.424750434027778e-12,8.561876085069445e-13
6000,27.attn.c_proj.weight,1536,1536,1.0,1536,32,3.441704644097222e-12,8.604261610243055e-13
6500,27.attn.c_proj.weight,1536,1536,1.0,1536,30,3.35693359375e-12,8.392333984375e-13
7000,27.attn.c_proj.weight,1536,1536,1.0,1536,28,3.780788845486111e-12,9.451972113715278e-13
7500,27.attn.c_proj.weight,1536,1536,1.0,1536,26,2.475314670138889e-12,6.188286675347223e-13
8000,27.attn.c_proj.weight,1536,1536,1.0,1536,8,2.509223090277777e-11,6.273057725694442e-12
8500,27.attn.c_proj.weight,1536,1536,1.0,1536,24,2.8313530815972224e-12,7.078382703993056e-13
9000,27.attn.c_proj.weight,1536,1536,1.0,1536,23,4.238552517361112e-12,1.059638129340278e-12
9500,27.attn.c_proj.weight,1536,1536,1.0,1536,20,2.7635362413194447e-12,6.908840603298612e-13
10000,27.attn.c_proj.weight,1536,1536,1.0,1536,18,3.1534830729166666e-12,7.883707682291667e-13
10500,27.attn.c_proj.weight,1536,1536,1.0,1536,18,3.1534830729166666e-12,7.883707682291667e-13
11000,27.attn.c_proj.weight,1536,1536,1.0,1536,20,2.7635362413194447e-12,6.908840603298612e-13
11500,27.attn.c_proj.weight,1536,1536,1.0,1536,16,3.5773383246527776e-12,8.943345811631944e-13
12000,27.attn.c_proj.weight,1536,1536,1.0,1536,17,3.1365288628472223e-12,7.841322157118056e-13
12500,27.attn.c_proj.weight,1536,1536,1.0,1536,16,4.5945909288194445e-12,1.1486477322048611e-12
13000,27.attn.c_proj.weight,1536,1536,1.0,1536,15,3.5603841145833333e-12,8.900960286458333e-13
13500,27.attn.c_proj.weight,1536,1536,1.0,1536,15,3.1026204427083332e-12,7.756551106770833e-13
14000,27.attn.c_proj.weight,1536,1536,1.0,1536,16,3.1195746527777776e-12,7.798936631944444e-13
14500,27.attn.c_proj.weight,1536,1536,1.0,1536,13,3.068712022569444e-12,7.67178005642361e-13
15000,27.attn.c_proj.weight,1536,1536,1.0,1536,14,3.5434299045138886e-12,8.858574761284721e-13
15500,27.attn.c_proj.weight,1536,1536,1.0,1536,13,3.5264756944444442e-12,8.816189236111111e-13
16000,27.attn.c_proj.weight,1536,1536,1.0,1536,14,4.035101996527778e-12,1.0087754991319445e-12
16500,27.attn.c_proj.weight,1536,1536,1.0,1536,13,4.5945909288194445e-12,1.1486477322048611e-12
17000,27.attn.c_proj.weight,1536,1536,1.0,1536,13,3.068712022569444e-12,7.67178005642361e-13
17500,27.attn.c_proj.weight,1536,1536,1.0,1536,13,3.5264756944444442e-12,8.816189236111111e-13
18000,27.attn.c_proj.weight,1536,1536,1.0,1536,12,3.509521484375e-12,8.7738037109375e-13
18500,27.attn.c_proj.weight,1536,1536,1.0,1536,10,3.017849392361111e-12,7.544623480902777e-13
19000,27.attn.c_proj.weight,1536,1536,1.0,1536,10,3.475613064236111e-12,8.689032660590277e-13
19500,27.attn.c_proj.weight,1536,1536,1.0,1536,12,4.0011935763888894e-12,1.0002983940972224e-12
20000,27.attn.c_proj.weight,1536,1536,1.0,1536,14,4.035101996527778e-12,1.0087754991319445e-12
20500,27.attn.c_proj.weight,1536,1536,1.0,1536,10,3.475613064236111e-12,8.689032660590277e-13
21000,27.attn.c_proj.weight,1536,1536,1.0,1536,9,3.4586588541666665e-12,8.646647135416666e-13
21500,27.attn.c_proj.weight,1536,1536,1.0,1536,9,3.4586588541666665e-12,8.646647135416666e-13
22000,27.attn.c_proj.weight,1536,1536,1.0,1536,9,2.5770399305555555e-12,6.442599826388889e-13
22500,27.attn.c_proj.weight,1536,1536,1.0,1536,11,3.492567274305555e-12,8.731418185763888e-13
23000,27.attn.c_proj.weight,1536,1536,1.0,1536,9,3.950330946180556e-12,9.87582736545139e-13
23500,27.attn.c_proj.weight,1536,1536,1.0,1536,10,3.475613064236111e-12,8.689032660590277e-13
24000,27.attn.c_proj.weight,1536,1536,1.0,1536,9,3.4586588541666665e-12,8.646647135416666e-13
24500,27.attn.c_proj.weight,1536,1536,1.0,1536,10,3.96728515625e-12,9.918212890625e-13
500,27.mlp.c_fc.weight,6144,1536,4.0,1536,11,1.0299682617187494e-10,1.1444091796874994e-11
1000,27.mlp.c_fc.weight,6144,1536,4.0,1536,9,9.23919677734375e-11,1.026577419704861e-11
1500,27.mlp.c_fc.weight,6144,1536,4.0,1536,9,1.0276794433593749e-10,1.1418660481770831e-11
2000,27.mlp.c_fc.weight,6144,1536,4.0,1536,4,1.0711669921874996e-10,1.1901855468749996e-11
2500,27.mlp.c_fc.weight,6144,1536,4.0,1536,4,1.1768341064453127e-10,1.3075934516059029e-11
3000,27.mlp.c_fc.weight,6144,1536,4.0,1536,5,1.0059356689453122e-10,1.1177062988281246e-11
3500,27.mlp.c_fc.weight,6144,1536,4.0,1536,2,1.1123657226562497e-10,1.2359619140624996e-11
4000,27.mlp.c_fc.weight,6144,1536,4.0,1536,2,1.1322021484374995e-10,1.2580023871527772e-11
4500,27.mlp.c_fc.weight,6144,1536,4.0,1536,2,1.1684417724609368e-10,1.2982686360677078e-11
5000,27.mlp.c_fc.weight,6144,1536,4.0,1536,2,1.1367797851562497e-10,1.2630886501736107e-11
5500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1123657226562497e-10,1.2359619140624996e-11
6000,27.mlp.c_fc.weight,6144,1536,4.0,1536,2,1.3011932373046882e-10,1.4457702636718759e-11
6500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1730194091796884e-10,1.3033548990885425e-11
7000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.290130615234376e-10,1.433478461371529e-11
7500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.1428833007812508e-10,1.2698703342013897e-11
8000,27.mlp.c_fc.weight,6144,1536,4.0,1536,3,1.1577606201171875e-09,1.2864006890190973e-10
8500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.339721679687501e-10,1.4885796440972233e-11
9000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.493072509765626e-10,1.65896945529514e-11
9500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.307678222656251e-10,1.45297580295139e-11
10000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.2470245361328133e-10,1.3855828179253482e-11
10500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.329040527343751e-10,1.4767116970486122e-11
11000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.4541625976562508e-10,1.6157362196180566e-11
11500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.5758514404296884e-10,1.750946044921876e-11
12000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.525115966796876e-10,1.6945732964409733e-11
12500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.667022705078126e-10,1.8522474500868066e-11
13000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.402282714843751e-10,1.5580919053819456e-11
13500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.401519775390626e-10,1.5572441948784733e-11
14000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.5419006347656256e-10,1.713222927517362e-11
14500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.3927459716796886e-10,1.5474955240885428e-11
15000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.4766693115234383e-10,1.640743679470487e-11
15500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.4713287353515632e-10,1.6348097059461814e-11
16000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.5171051025390633e-10,1.6856723361545148e-11
16500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.7112731933593758e-10,1.9014146592881953e-11
17000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.613998413085938e-10,1.7933315700954868e-11
17500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.7612457275390633e-10,1.956939697265626e-11
18000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.6536712646484384e-10,1.8374125162760426e-11
18500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.541900634765626e-10,1.7132229275173622e-11
19000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.5895843505859382e-10,1.766204833984376e-11
19500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.9004821777343755e-10,2.111646864149306e-11
20000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.9569396972656253e-10,2.1743774414062502e-11
20500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.5754699707031258e-10,1.7505221896701398e-11
21000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.723098754882813e-10,1.9145541720920146e-11
21500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.5731811523437507e-10,1.747979058159723e-11
22000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.6223907470703133e-10,1.8026563856336814e-11
22500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.7181396484375006e-10,1.9090440538194452e-11
23000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.7185211181640632e-10,1.9094679090711814e-11
23500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.716232299804688e-10,1.9069247775607646e-11
24000,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.7127990722656258e-10,1.9031100802951397e-11
24500,27.mlp.c_fc.weight,6144,1536,4.0,1536,1,1.9226074218750002e-10,2.1362304687500002e-11
500,27.mlp.c_proj.weight,1536,6144,0.25,1536,60,5.931854248046873e-12,2.6363796657986104e-12
1000,27.mlp.c_proj.weight,1536,6144,0.25,1536,44,3.3879280090332042e-12,1.5057457817925353e-12
1500,27.mlp.c_proj.weight,1536,6144,0.25,1536,35,2.4008750915527352e-12,1.06705559624566e-12
2000,27.mlp.c_proj.weight,1536,6144,0.25,1536,27,2.0051002502441412e-12,8.911556667751739e-13
2500,27.mlp.c_proj.weight,1536,6144,0.25,1536,24,1.8811225891113287e-12,8.360544840494794e-13
3000,27.mlp.c_proj.weight,1536,6144,0.25,1536,559,1.4948844909667975e-12,6.643931070963544e-13
3500,27.mlp.c_proj.weight,1536,6144,0.25,1536,528,1.4162063598632816e-12,6.294250488281251e-13
4000,27.mlp.c_proj.weight,1536,6144,0.25,1536,506,1.3136863708496097e-12,5.838606092664932e-13
4500,27.mlp.c_proj.weight,1536,6144,0.25,1536,459,1.2207031250000004e-12,5.425347222222224e-13
5000,27.mlp.c_proj.weight,1536,6144,0.25,1536,412,1.0609626770019537e-12,4.715389675564239e-13
5500,27.mlp.c_proj.weight,1536,6144,0.25,1536,378,9.799003601074222e-13,4.355112711588543e-13
6000,27.mlp.c_proj.weight,1536,6144,0.25,1536,353,9.48905944824219e-13,4.2173597547743066e-13
6500,27.mlp.c_proj.weight,1536,6144,0.25,1536,297,7.724761962890628e-13,3.4332275390625015e-13
7000,27.mlp.c_proj.weight,1536,6144,0.25,1536,302,7.915496826171878e-13,3.5179985894097236e-13
7500,27.mlp.c_proj.weight,1536,6144,0.25,1536,245,6.246566772460939e-13,2.7762518988715287e-13
8000,27.mlp.c_proj.weight,1536,6144,0.25,1536,73,5.404949188232423e-12,2.4021996392144104e-12
8500,27.mlp.c_proj.weight,1536,6144,0.25,1536,250,6.36577606201172e-13,2.8292338053385425e-13
9000,27.mlp.c_proj.weight,1536,6144,0.25,1536,217,6.079673767089846e-13,2.7020772298177096e-13
9500,27.mlp.c_proj.weight,1536,6144,0.25,1536,199,5.078315734863283e-13,2.2570292154947927e-13
10000,27.mlp.c_proj.weight,1536,6144,0.25,1536,173,4.696846008300783e-13,2.087487114800348e-13
10500,27.mlp.c_proj.weight,1536,6144,0.25,1536,173,4.529953002929689e-13,2.0133124457465285e-13
11000,27.mlp.c_proj.weight,1536,6144,0.25,1536,165,4.339218139648439e-13,1.928541395399306e-13
11500,27.mlp.c_proj.weight,1536,6144,0.25,1536,155,4.196166992187501e-13,1.8649631076388893e-13
12000,27.mlp.c_proj.weight,1536,6144,0.25,1536,146,4.124641418457033e-13,1.8331739637586815e-13
12500,27.mlp.c_proj.weight,1536,6144,0.25,1536,145,4.029273986816408e-13,1.7907884385850702e-13
13000,27.mlp.c_proj.weight,1536,6144,0.25,1536,109,2.93254852294922e-13,1.3033548990885422e-13
13500,27.mlp.c_proj.weight,1536,6144,0.25,1536,111,2.9087066650390634e-13,1.2927585177951393e-13
14000,27.mlp.c_proj.weight,1536,6144,0.25,1536,123,3.1232833862304696e-13,1.3881259494357644e-13
14500,27.mlp.c_proj.weight,1536,6144,0.25,1536,100,2.6464462280273447e-13,1.1761983235677088e-13
15000,27.mlp.c_proj.weight,1536,6144,0.25,1536,98,2.670288085937501e-13,1.1867947048611117e-13
15500,27.mlp.c_proj.weight,1536,6144,0.25,1536,88,2.36034393310547e-13,1.0490417480468754e-13
16000,27.mlp.c_proj.weight,1536,6144,0.25,1536,93,2.5510787963867196e-13,1.1338127983940977e-13
16500,27.mlp.c_proj.weight,1536,6144,0.25,1536,95,2.7656555175781263e-13,1.2291802300347228e-13
17000,27.mlp.c_proj.weight,1536,6144,0.25,1536,91,2.36034393310547e-13,1.0490417480468754e-13
17500,27.mlp.c_proj.weight,1536,6144,0.25,1536,97,2.574920654296876e-13,1.1444091796875004e-13
18000,27.mlp.c_proj.weight,1536,6144,0.25,1536,84,2.2649765014648445e-13,1.0066562228732642e-13
18500,27.mlp.c_proj.weight,1536,6144,0.25,1536,68,1.8119812011718753e-13,8.053249782986112e-14
19000,27.mlp.c_proj.weight,1536,6144,0.25,1536,68,1.8119812011718753e-13,8.053249782986112e-14
19500,27.mlp.c_proj.weight,1536,6144,0.25,1536,84,2.3365020751953134e-13,1.0384453667534726e-13
20000,27.mlp.c_proj.weight,1536,6144,0.25,1536,99,2.7656555175781263e-13,1.2291802300347228e-13
20500,27.mlp.c_proj.weight,1536,6144,0.25,1536,58,1.5735626220703126e-13,6.993611653645834e-14
21000,27.mlp.c_proj.weight,1536,6144,0.25,1536,62,1.6689300537109377e-13,7.417466905381945e-14
21500,27.mlp.c_proj.weight,1536,6144,0.25,1536,55,1.5020370483398438e-13,6.67572021484375e-14
22000,27.mlp.c_proj.weight,1536,6144,0.25,1536,56,1.52587890625e-13,6.781684027777777e-14
22500,27.mlp.c_proj.weight,1536,6144,0.25,1536,62,1.7404556274414065e-13,7.735358344184028e-14
23000,27.mlp.c_proj.weight,1536,6144,0.25,1536,59,1.5974044799804689e-13,7.099575466579861e-14
23500,27.mlp.c_proj.weight,1536,6144,0.25,1536,55,1.5020370483398438e-13,6.67572021484375e-14
24000,27.mlp.c_proj.weight,1536,6144,0.25,1536,53,1.4543533325195315e-13,6.463792588975695e-14
24500,27.mlp.c_proj.weight,1536,6144,0.25,1536,56,1.5974044799804689e-13,7.099575466579861e-14
500,28.attn.c_attn.weight,4608,1536,3.0,1536,10,3.970441829680499e-11,5.319383409288196e-12
1000,28.attn.c_attn.weight,4608,1536,3.0,1536,7,4.2963027925945165e-11,5.7559543185763904e-12
1500,28.attn.c_attn.weight,4608,1536,3.0,1536,8,4.1476089551483156e-11,5.5567423502604195e-12
2000,28.attn.c_attn.weight,4608,1536,3.0,1536,6,3.9736055283495676e-11,5.323621961805557e-12
2500,28.attn.c_attn.weight,4608,1536,3.0,1536,7,4.543071288781832e-11,6.086561414930558e-12
3000,28.attn.c_attn.weight,4608,1536,3.0,1536,6,3.7616377175220025e-11,5.039638943142361e-12
3500,28.attn.c_attn.weight,4608,1536,3.0,1536,6,4.327939779285199e-11,5.798339843750003e-12
4000,28.attn.c_attn.weight,4608,1536,3.0,1536,4,4.040043200399999e-11,5.4126315646701405e-12
4500,28.attn.c_attn.weight,4608,1536,3.0,1536,5,5.068245267847136e-11,6.790161132812497e-12
5000,28.attn.c_attn.weight,4608,1536,3.0,1536,4,4.7328932089259144e-11,6.340874565972219e-12
5500,28.attn.c_attn.weight,4608,1536,3.0,1536,5,4.736056907594983e-11,6.34511311848958e-12
6000,28.attn.c_attn.weight,4608,1536,3.0,1536,6,5.0144623904729784e-11,6.718105740017358e-12
6500,28.attn.c_attn.weight,4608,1536,3.0,1536,4,5.574437054898035e-11,7.468329535590273e-12
7000,28.attn.c_attn.weight,4608,1536,3.0,1536,4,5.552291164214558e-11,7.438659667968745e-12
7500,28.attn.c_attn.weight,4608,1536,3.0,1536,3,4.264665805903831e-11,5.713568793402773e-12
8000,28.attn.c_attn.weight,4608,1536,3.0,1536,3,3.8559159378602335e-10,5.165947808159724e-11
8500,28.attn.c_attn.weight,4608,1536,3.0,1536,4,4.944861019753478e-11,6.6248575846354125e-12
9000,28.attn.c_attn.weight,4608,1536,3.0,1536,3,6.76715145313672e-11,9.066263834635413e-12
9500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,4.340594573961466e-11,5.81529405381944e-12
10000,28.attn.c_attn.weight,4608,1536,3.0,1536,3,5.046099377163658e-11,6.760491265190968e-12
10500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,5.8148781537472133e-11,7.790459526909719e-12
11000,28.attn.c_attn.weight,4608,1536,3.0,1536,4,5.587091849574307e-11,7.485283745659717e-12
11500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,6.855735015870625e-11,9.18494330512152e-12
12000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,6.298924050114636e-11,8.438958062065967e-12
12500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.04844941410932e-11,1.0782877604166676e-11
13000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.697278861842756e-11,1.031239827473959e-11
13500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,6.238813775402342e-11,8.358425564236108e-12
14000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,6.213504186049798e-11,8.324517144097218e-12
14500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,5.666184316301012e-11,7.591247558593747e-12
15000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.637168587130461e-11,1.0231865776909727e-11
15500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.637168587130462e-11,1.0231865776909729e-11
16000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.327126117561779e-11,9.81648763020833e-12
16500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,9.601825460621769e-11,1.2864006890190978e-11
17000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.017083647993102e-11,9.401109483506941e-12
17500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.640332285799531e-11,1.0236104329427091e-11
18000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.2287802382462e-11,1.1024475097656254e-11
18500,28.attn.c_attn.weight,4608,1536,3.0,1536,1,6.384343914179478e-11,8.553398980034721e-12
19000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.538822707814877e-11,1.1439853244357645e-11
19500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.554641201160219e-11,1.1461046006944452e-11
20000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.921901467346595e-11,1.061333550347223e-11
20500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.248033650835078e-11,9.710523817274305e-12
21000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.85546379529616e-11,1.0524325900607642e-11
21500,28.attn.c_attn.weight,4608,1536,3.0,1536,1,7.210069266806259e-11,9.65966118706597e-12
22000,28.attn.c_attn.weight,4608,1536,3.0,1536,1,5.8148781537472133e-11,7.790459526909719e-12
22500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.248033650835078e-11,9.710523817274305e-12
23000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.807737094685667e-11,1.1800130208333337e-11
23500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.1591788675267e-11,1.093122694227431e-11
24000,28.attn.c_attn.weight,4608,1536,3.0,1536,2,7.526439133713076e-11,1.0083516438802087e-11
24500,28.attn.c_attn.weight,4608,1536,3.0,1536,2,8.81722819069287e-11,1.181284586588542e-11
500,28.attn.c_proj.weight,1536,1536,1.0,1536,5,9.08745659722222e-12,2.271864149305555e-12
1000,28.attn.c_proj.weight,1536,1536,1.0,1536,4,1.000298394097222e-11,2.500745985243055e-12
1500,28.attn.c_proj.weight,1536,1536,1.0,1536,3,6.5104166666666636e-12,1.6276041666666659e-12
2000,28.attn.c_proj.weight,1536,1536,1.0,1536,52,5.306667751736112e-12,1.326666937934028e-12
2500,28.attn.c_proj.weight,1536,1536,1.0,1536,50,5.2727593315972225e-12,1.3181898328993056e-12
